NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Marzo;450.35;451.61;0.0;7/03/2014;8;MCT  Msj Con Terceros;11318.4;BT;2013;CNE;1
<=10;0;>48;Marzo;906.73;906.73;0.0;26/03/2014;10;MCF  Msj Con Familiar;4309.08;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;1368.66;1833.52;0.0;5/03/2014;13;CIH  Generar Cita;12797.7;BT;2013;CNE;0
<=10;0;<=24;Abril;195.65;196.06;0.0;21/04/2014;14;MCT  Msj Con Terceros;609.34;BT;2014;CNE;1
>10;0;<24, 48];Abril;137.42;209.52;875.01;8/04/2014;9;MCT  Msj Con Terceros;3024.05;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;430.39;0.0;485.0;7/02/2014;13;MCT  Msj Con Terceros;8933.57;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;246.39;0.0;0.0;5/02/2014;9;MCF  Msj Con Familiar;17864.1;BT;2013;CNE;1
<=10;1;<24, 48];Marzo;216.23;0.0;0.0;19/03/2014;14;TELF. NO CORRESPONDE;2165.25;BT;2011;CNE;0
<=10;0;<24, 48];Abril;417.95;0.0;1261.78;3/04/2014;11;MCT  Msj Con Terceros;9318.88;BT;2013;CNE;1
<=10;0;<=24;Febrero;2971.69;9.89;0.0;3/02/2014;17;TELF. NO CORRESPONDE;37225.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;343.7;352.47;0.0;21/03/2014;7;MCT  Msj Con Terceros;6771.84;BT;2012;CNE;1
<=10;0;<=24;Marzo;387.99;387.98;0.0;24/03/2014;17;MCT  Msj Con Terceros;4715.35;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;187.41;188.42;0.0;5/03/2014;10;MCF  Msj Con Familiar;1309.05;BT;2011;CNE;1
<=10;0;<24, 48];Abril;1483.68;512.29;512.29;29/04/2014;9;MCT  Msj Con Terceros;42011.1;BT;2013;CNE;1
<=10;0;<=24;Abril;388.7;390.97;0.0;8/04/2014;16;PDP  Promesa De Pago;6609.26;BT;2013;CEF;1
>10;0;<24, 48];Marzo;119.74;0.0;119.19;20/03/2014;20;TELF. NO CORRESPONDE;1098.85;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;203.35;408.46;0.0;26/03/2014;13;MCF  Msj Con Familiar;4696.53;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;432.97;0.0;0.0;18/03/2014;20;TELF. NO CORRESPONDE;7118.98;BT;2012;CNE;1
<=10;0;>48;Abril;2664.45;0.0;8023.21;14/04/2014;14;MCF  Msj Con Familiar;74229.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;1233.53;1645.39;0.0;31/03/2014;16;TELF. NO CORRESPONDE;6145.25;BT;2012;CNE;0
<=10;0;<=24;Marzo;394.55;0.0;0.0;5/03/2014;11;MCO  Msj Con Conyuge;1532.46;BT;2013;CEF;0
<=10;0;<=24;Abril;208.0;37.21;0.0;23/04/2014;11;MCT  Msj Con Terceros;1638.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;230.48;228.77;232.68;6/02/2014;20;TAT  Tratamiento al Titu;3037.76;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;68.2;246.81;0.0;4/03/2014;10;PDP  Promesa De Pago;4281.47;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;179.94;27.9;0.0;6/02/2014;9;PDP  Promesa De Pago;3226.36;BT;2013;CEF;1
>10;0;<24, 48];Abril;44.47;219.03;0.0;4/04/2014;10;PDP  Promesa De Pago;16737.5;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;258.66;268.56;258.75;4/03/2014;12;PDP  Promesa De Pago;7172.95;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;301.29;0.0;0.0;5/02/2014;11;TELF. NO CORRESPONDE;13216.3;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;654.42;1311.58;1976.69;5/02/2014;11;TELF. NO CORRESPONDE;13898.8;BT;2012;CNE;1
>10;0;<24, 48];Abril;1023.38;0.0;0.0;16/04/2014;7;TELF. NO CORRESPONDE;4073.52;BT;2012;CNE;0
<=10;0;<=24;Abril;526.85;798.14;798.14;9/04/2014;12;MCT  Msj Con Terceros;1698.81;BT;2013;CNE;0
>10;0;<=24;Febrero;159.53;70.78;0.0;3/02/2014;15;MCT  Msj Con Terceros;1469.48;BT;2012;CNE;1
<=10;0;<=24;Febrero;317.93;319.59;289.0;10/02/2014;11;MCF  Msj Con Familiar;3353.63;BT;2013;CNE;1
>10;0;>48;Febrero;281.53;1969.42;1840.59;7/02/2014;11;MCT  Msj Con Terceros;62874.9;BT;2012;CNE;1
<=10;0;<24, 48];Abril;296.36;0.0;895.33;9/04/2014;12;TAT sin contacto con Titular;1947.61;BT;2011;CNE;1
<=10;0;<24, 48];Abril;553.93;0.0;1685.14;3/04/2014;7;MCT  Msj Con Terceros;9327.97;BT;2013;CNE;1
<=10;0;>48;Marzo;61.46;0.0;0.0;18/03/2014;9;PDP  Promesa De Pago;54301.7;BT;2013;CEF;1
>10;0;<=24;Marzo;357.99;716.84;0.0;5/03/2014;12;PDP  Promesa De Pago;2328.61;BT;2012;CEF;1
<=10;0;>48;Febrero;3133.46;0.0;0.0;28/02/2014;18;MCF  Msj Con Familiar;32661.3;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;455.21;685.95;595.66;28/03/2014;13;TELF. NO CORRESPONDE;2799.73;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;110.27;104.44;0.0;7/03/2014;13;TELF. NO CORRESPONDE;2356.54;BT;2013;CNE;1
>10;0;<24, 48];Marzo;477.45;477.61;0.0;20/03/2014;7;MCT  Msj Con Terceros;4936.38;BT;2012;CNE;1
<=10;0;>48;Abril;297.72;0.0;0.0;14/04/2014;13;MCF  Msj Con Familiar;10384.7;BT;2014;CNE;1
>10;0;<24, 48];Marzo;62.62;0.0;0.0;7/03/2014;8;MCF  Msj Con Familiar;1108.01;BT;2011;CNE;1
>10;0;>48;Abril;116.11;0.0;0.0;10/04/2014;15;PDP  Promesa De Pago;8622.28;BT;2012;CEF;1
<=10;0;<24, 48];Abril;1081.12;0.0;0.0;1/04/2014;11;MCT  Msj Con Terceros;7676.72;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;614.4;1230.7;0.0;18/03/2014;12;MCO  Msj Con Conyuge;15602.0;BT;2013;CEF;1
<=10;0;>48;Febrero;115.36;116.06;109.83;7/02/2014;10;MCT  Msj Con Terceros;2854.91;BT;2013;CNE;1
>10;0;<24, 48];Marzo;344.95;660.16;0.0;12/03/2014;8;PDP  Promesa De Pago;11580.4;BT;2011;CEF;1
<=10;0;<24, 48];Marzo;28.03;28.23;0.0;10/03/2014;10;MCO  Msj Con Conyuge;17992.5;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;306.77;198.4;272.99;11/02/2014;10;MCT  Msj Con Terceros;18168.9;BT;2013;CNE;1
<=10;0;>48;Febrero;4059.9;0.0;0.0;18/02/2014;7;CAN  Cliente Cancelo;73187.8;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;100.0;363.6;363.6;5/02/2014;7;PDP  Promesa De Pago;8650.55;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;510.68;0.0;0.0;11/03/2014;12;MCF  Msj Con Familiar;8485.81;BT;2011;CNE;1
>10;1;<24, 48];Marzo;1165.5;0.0;0.0;7/03/2014;20;TAT sin contacto con Titular;8053.65;BT;2011;CNE;0
<=10;0;>48;Marzo;652.06;0.0;20.76;10/03/2014;7;MCF  Msj Con Familiar;23410.5;BT;2013;CNE;1
<=10;0;>48;Marzo;260.12;229.92;0.0;20/03/2014;11;PAR  Promesa Parcial;23553.1;BT;2013;CEF;0
>10;0;>48;Marzo;480.89;1011.62;1546.36;21/03/2014;18;MCT  Msj Con Terceros;3084.72;BT;2010;CNE;1
<=10;0;<24, 48];Febrero;127.76;118.3;116.99;5/02/2014;16;TELF. NO CORRESPONDE;1454.72;BT;2012;CNE;1
>10;0;<24, 48];Marzo;779.16;0.0;0.0;5/03/2014;13;MCT  Msj Con Terceros;4093.36;BT;2012;CNE;0
<=10;0;<=24;Abril;567.97;0.0;1869.41;16/04/2014;11;TELF. NO CORRESPONDE;1714.39;BT;2013;CNE;1
<=10;0;>48;Abril;677.74;681.36;2053.46;3/04/2014;9;TAT  Tratamiento al Titu;19757.8;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;627.06;1321.46;0.0;12/02/2014;12;TAT  Tratamiento al Titu;20149.0;BT;2012;CEF;0
>10;0;<24, 48];Abril;774.4;0.0;0.0;11/04/2014;20;MCT  Msj Con Terceros;8091.99;BT;2012;CNE;0
>10;0;<24, 48];Abril;660.99;652.6;657.05;2/04/2014;11;PDP  Promesa De Pago;14315.9;BT;2011;CEF;1
>10;0;<24, 48];Febrero;411.93;418.34;416.59;7/02/2014;7;TAT  Tratamiento al Titu;9667.12;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;148.91;0.0;0.0;6/02/2014;9;MCT  Msj Con Terceros;2728.53;BT;2013;CNE;1
<=10;0;<24, 48];Abril;1395.63;0.0;1393.94;4/04/2014;9;MCT  Msj Con Terceros;18939.3;BT;2013;CNE;0
<=10;0;<=24;Febrero;1512.3;0.0;0.0;19/02/2014;7;PAR  Promesa Parcial;8924.91;BT;2013;CEF;0
>10;0;>48;Marzo;279.05;497.31;867.51;10/03/2014;12;MCT  Msj Con Terceros;6412.65;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;516.37;516.37;0.0;20/03/2014;13;PPR;5331.17;BT;2013;CEF;0
>10;0;<24, 48];Febrero;227.8;226.16;455.42;7/02/2014;8;MCT  Msj Con Terceros;1309.14;BT;2011;CNE;0
<=10;0;<24, 48];Abril;496.66;0.0;0.0;8/04/2014;9;MCT  Msj Con Terceros;14024.8;BT;2013;CNE;1
<=10;0;<24, 48];Abril;388.04;0.0;0.0;9/04/2014;17;PDP  Promesa De Pago;6368.62;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;158.23;174.15;162.74;10/02/2014;11;MCT  Msj Con Terceros;4208.82;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;1685.71;0.0;0.0;12/02/2014;13;MCO  Msj Con Conyuge;6835.9;BT;2011;CEF;0
<=10;0;<24, 48];Febrero;309.96;0.0;0.0;4/02/2014;11;TAT  Tratamiento al Titu;3369.48;BT;2012;CEF;1
<=10;0;<=24;Marzo;617.49;0.0;0.0;20/03/2014;7;TAT  Tratamiento al Titu;616.82;BT;2014;CEF;1
>10;0;<24, 48];Marzo;143.17;179.36;0.0;3/03/2014;17;MCT  Msj Con Terceros;694.27;BT;2010;CNE;1
<=10;0;<24, 48];Abril;356.68;0.0;1080.13;4/04/2014;7;PDP  Promesa De Pago;9438.88;BT;2013;CEF;1
<=10;0;<=24;Abril;513.82;1556.5;1556.5;24/04/2014;12;MCT  Msj Con Terceros;2865.68;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1126.33;0.0;0.0;14/02/2014;19;TAT  Tratamiento al Titu;10446.3;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;471.36;0.0;0.0;4/03/2014;16;MCF  Msj Con Familiar;8757.95;BT;2012;CNE;1
>10;0;<24, 48];Marzo;516.01;209.49;0.0;20/03/2014;9;MCF  Msj Con Familiar;14870.5;BT;2013;CNE;1
<=10;0;<24, 48];Abril;401.18;0.0;0.0;30/04/2014;9;TELF. NO CORRESPONDE;9300.81;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;192.16;0.0;26.3;6/03/2014;9;MCT  Msj Con Terceros;13595.3;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;892.75;0.0;0.0;24/03/2014;15;MCF  Msj Con Familiar;1591.68;BT;2012;CNE;1
<=10;0;<24, 48];Abril;764.31;0.0;0.0;22/04/2014;11;MCF  Msj Con Familiar;5314.46;BT;2013;CNE;0
<=10;1;>48;Febrero;666.78;667.13;0.0;13/02/2014;11;TAT  Tratamiento al Titu;27303.6;BT;2012;CEF;1
<=10;0;<=24;Febrero;144.05;176.44;174.35;10/02/2014;7;MCT  Msj Con Terceros;2470.23;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;253.19;253.0;254.08;26/02/2014;16;TELF. NO CORRESPONDE;2739.17;BT;2012;CNE;1
<=10;0;<=24;Febrero;313.31;311.96;311.84;28/02/2014;17;MCT  Msj Con Terceros;3054.68;BT;2013;CNE;1
<=10;0;>48;Abril;1811.76;0.0;0.0;10/04/2014;11;PDP  Promesa De Pago;67095.7;BT;2013;CEF;1
<=10;0;<=24;Marzo;563.35;579.47;0.0;24/03/2014;10;MCT  Msj Con Terceros;553.28;BT;2012;CNE;0
<=10;0;<=24;Febrero;213.3;423.49;136.55;20/02/2014;14;MCT  Msj Con Terceros;1695.6;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;3162.86;0.0;0.0;11/02/2014;13;MCT  Msj Con Terceros;24171.9;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;270.93;0.0;0.0;3/02/2014;15;PDP  Promesa De Pago;8093.83;BT;2011;CEF;1
<=10;0;>48;Febrero;919.26;0.0;0.0;28/02/2014;18;TAT  Tratamiento al Titu;9606.32;BT;2012;CEF;0
>10;0;<24, 48];Marzo;645.28;0.19;645.48;27/03/2014;7;TELF. NO CORRESPONDE;14193.8;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;169.49;0.0;0.0;18/03/2014;19;MCF  Msj Con Familiar;5893.33;BT;2012;CNE;1
<=10;0;<=24;Marzo;410.84;412.51;412.51;21/03/2014;19;TELF. NO CORRESPONDE;2314.88;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;403.42;0.0;0.0;4/03/2014;17;PDP  Promesa De Pago;15161.5;BT;2012;CEF;1
>10;0;<24, 48];Marzo;144.72;141.59;0.0;13/03/2014;15;MCT  Msj Con Terceros;1109.44;BT;2010;CNE;1
<=10;0;>48;Abril;132.62;0.0;0.0;7/04/2014;16;MCT  Msj Con Terceros;6327.49;BT;2012;CNE;1
>10;0;<24, 48];Marzo;68.14;247.12;0.0;13/03/2014;17;TELF. NO CORRESPONDE;927.2;BT;2011;CNE;1
>10;0;<24, 48];Abril;219.12;496.97;532.83;2/04/2014;11;TELF. NO CORRESPONDE;12577.4;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;141.64;295.27;450.55;6/02/2014;12;MCT  Msj Con Terceros;1845.32;BT;2013;CNE;1
<=10;0;>48;Febrero;379.33;0.0;611.02;3/02/2014;16;PDP  Promesa De Pago;14372.2;BT;2012;CEF;1
<=10;0;<=24;Marzo;401.12;598.79;0.0;27/03/2014;14;MCT  Msj Con Terceros;2560.39;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;1218.45;0.0;0.0;4/03/2014;8;PDP  Promesa De Pago;42337.2;BT;2013;CEF;1
<=10;0;>48;Febrero;2028.47;3047.2;0.0;11/02/2014;9;MCO  Msj Con Conyuge;26481.1;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;950.31;953.86;0.0;28/03/2014;12;TELF. NO CORRESPONDE;38335.9;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;922.47;1233.85;0.0;14/03/2014;8;MCF  Msj Con Familiar;6248.33;BT;2013;CNE;0
>10;0;>48;Febrero;618.22;1221.22;215.05;28/02/2014;7;TAT  Tratamiento al Titu;10425.5;BT;2011;CEF;1
>10;0;<24, 48];Abril;294.23;313.8;314.96;16/04/2014;8;TELF. NO CORRESPONDE;2558.64;BT;2011;CNE;1
>10;0;<24, 48];Marzo;974.68;974.68;0.0;18/03/2014;11;TELF. NO CORRESPONDE;7823.2;BT;2012;CNE;0
<=10;0;<24, 48];Abril;23.0;0.0;0.0;8/04/2014;14;PDP  Promesa De Pago;5400.39;BT;2013;CEF;1
<=10;0;<=24;Abril;381.24;326.82;410.59;14/04/2014;9;MCT  Msj Con Terceros;7464.77;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;171.05;157.41;0.0;18/03/2014;10;MCF  Msj Con Familiar;3045.01;BT;2013;CNE;0
<=10;1;>48;Marzo;524.67;0.0;452.88;6/03/2014;7;MCT  Msj Con Terceros;5652.31;BT;2013;CNE;0
>10;0;>48;Marzo;622.41;298.47;607.12;6/03/2014;9;MCF  Msj Con Familiar;6076.7;BT;2011;CNE;0
>10;1;>48;Febrero;1747.71;0.0;0.0;11/02/2014;7;CIH  Generar Cita;19667.6;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;48.26;422.22;462.19;19/02/2014;9;MCT  Msj Con Terceros;12564.5;BT;2013;CNE;1
<=10;0;<=24;Abril;185.42;0.0;0.0;14/04/2014;7;PDP  Promesa De Pago;3515.2;BT;2013;CEF;1
>10;0;>48;Febrero;773.05;1170.31;1570.05;20/02/2014;8;MCV  Msj Con Vecino;5101.39;BT;2011;CNE;0
<=10;0;<=24;Marzo;1536.95;1543.87;1536.51;19/03/2014;9;MCT  Msj Con Terceros;11800.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;405.28;0.0;0.0;14/02/2014;14;MCF  Msj Con Familiar;3317.9;BT;2013;CNE;0
<=10;0;<24, 48];Abril;214.86;214.86;214.86;1/04/2014;16;MCT  Msj Con Terceros;3148.37;BT;2012;CNE;1
>10;0;>48;Marzo;169.29;0.0;0.0;10/03/2014;9;MCF  Msj Con Familiar;16855.8;BT;2012;CNE;1
>10;0;<24, 48];Abril;50.47;100.16;100.06;25/04/2014;7;MCF  Msj Con Familiar;5887.07;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;310.44;0.0;0.0;21/02/2014;7;PDP  Promesa De Pago;7036.6;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;443.01;907.89;0.0;21/03/2014;16;MCT  Msj Con Terceros;5454.01;BT;2012;CNE;1
>10;0;<24, 48];Marzo;852.23;0.0;0.0;19/03/2014;11;PDP  Promesa De Pago;4963.45;BT;2011;CEF;1
>10;0;>48;Abril;235.15;0.0;0.0;3/04/2014;12;PDP  Promesa De Pago;1108.8;BT;2010;CEF;1
<=10;0;<24, 48];Abril;525.5;488.29;514.76;14/04/2014;9;TAT  Tratamiento al Titu;12763.2;BT;2013;CEF;1
<=10;0;>48;Marzo;328.96;624.7;765.48;10/03/2014;12;MCT  Msj Con Terceros;23182.7;BT;2012;CNE;1
<=10;0;<24, 48];Abril;262.25;0.0;0.0;2/04/2014;11;TAT  Tratamiento al Titu;4472.86;BT;2012;CEF;1
>10;0;>48;Febrero;46.15;117.18;0.0;6/02/2014;16;TELF. NO CORRESPONDE;6624.97;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;118.59;118.59;0.0;26/03/2014;13;TELF. NO CORRESPONDE;5841.09;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;32.24;31.69;0.0;5/03/2014;8;TELF. NO CORRESPONDE;7883.92;BT;2012;CNE;1
>10;0;<24, 48];Febrero;33.91;0.0;0.0;19/02/2014;9;TAT  Tratamiento al Titu;2128.86;BT;2012;CEF;1
<=10;0;<24, 48];Abril;222.46;223.08;222.88;3/04/2014;15;TAT  Tratamiento al Titu;4419.2;BT;2013;CEF;1
>10;0;<24, 48];Marzo;364.77;364.27;363.83;12/03/2014;7;PDP  Promesa De Pago;5269.41;BT;2010;CEF;1
<=10;0;<24, 48];Abril;356.56;358.15;132.85;1/04/2014;12;MCF  Msj Con Familiar;3750.32;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;230.29;362.35;595.01;5/02/2014;16;MCT  Msj Con Terceros;5192.68;BT;2013;CNE;0
<=10;0;>48;Marzo;1144.35;0.0;0.0;6/03/2014;8;PDP  Promesa De Pago;34477.0;BT;2013;CEF;1
<=10;0;>48;Abril;179.84;0.0;0.0;7/04/2014;14;TELF. NO CORRESPONDE;2696.07;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;533.32;531.02;802.17;27/03/2014;8;MCF  Msj Con Familiar;5608.0;BT;2013;CNE;0
<=10;0;>48;Abril;214.24;146.4;146.4;30/04/2014;9;MCT  Msj Con Terceros;5811.88;BT;2013;CNE;1
>10;0;<24, 48];Abril;548.65;0.0;0.0;23/04/2014;20;MCF  Msj Con Familiar;1126.97;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;440.25;0.0;0.0;20/02/2014;10;MCT  Msj Con Terceros;8643.34;BT;2013;CNE;1
<=10;0;>48;Marzo;542.08;0.0;0.0;6/03/2014;13;TAT  Tratamiento al Titu;1682.55;BT;2010;CEF;0
<=10;0;>48;Marzo;42.22;1027.21;0.0;4/03/2014;9;TAT  Tratamiento al Titu;28983.8;BT;2012;CEF;1
>10;0;>48;Marzo;467.12;935.81;0.0;21/03/2014;17;MCV  Msj Con Vecino;4306.08;BT;2010;CNE;1
<=10;0;>48;Febrero;171.62;507.63;0.0;5/02/2014;20;TELF. NO CORRESPONDE;8468.82;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;554.13;553.93;557.33;11/02/2014;13;MCT  Msj Con Terceros;15171.3;BT;2012;CNE;1
<=10;0;>48;Marzo;364.85;0.0;68.56;18/03/2014;16;CIH  Generar Cita;10777.3;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;575.55;682.79;0.0;14/03/2014;8;PAR  Promesa Parcial;22298.7;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;311.77;0.0;0.0;5/03/2014;8;PDP  Promesa De Pago;6282.83;BT;2013;CEF;1
>10;0;>48;Marzo;926.7;1676.92;0.0;20/03/2014;10;PAR  Promesa Parcial;17584.9;BT;2012;CEF;0
>10;0;<24, 48];Abril;213.37;0.0;0.0;22/04/2014;11;MCF  Msj Con Familiar;2733.2;BT;2011;CNE;1
<=10;0;<24, 48];Abril;319.82;0.0;0.0;1/04/2014;12;CAN  Cliente Cancelo;8499.03;BT;2012;CNE;1
>10;0;<24, 48];Febrero;433.31;433.31;420.67;10/02/2014;11;TAT  Tratamiento al Titu;5523.24;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;917.79;918.1;923.91;5/02/2014;7;MCT  Msj Con Terceros;21774.4;BT;2013;CNE;1
>10;0;<24, 48];Abril;897.7;978.65;1057.94;29/04/2014;11;MCT  Msj Con Terceros;5736.16;BT;2012;CNE;0
>10;0;<24, 48];Febrero;244.86;0.0;245.26;3/02/2014;15;PDP  Promesa De Pago;3816.34;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;779.98;780.6;1569.46;4/02/2014;13;PDP  Promesa De Pago;18481.2;BT;2013;CEF;1
<=10;0;<24, 48];Abril;162.41;0.0;0.0;8/04/2014;7;MCT  Msj Con Terceros;1863.77;BT;2012;CNE;1
<=10;0;<24, 48];Abril;239.03;0.0;0.0;9/04/2014;20;TELF. NO CORRESPONDE;2752.1;BT;2012;CNE;1
<=10;0;>48;Marzo;326.68;2.04;326.34;17/03/2014;20;TELF. NO CORRESPONDE;8599.94;BT;2013;CNE;1
>10;0;>48;Marzo;50.25;56.72;0.0;25/03/2014;17;TELF. NO CORRESPONDE;5606.47;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;363.6;363.6;0.0;31/03/2014;16;MCT  Msj Con Terceros;8727.22;BT;2013;CNE;1
<=10;0;>48;Febrero;212.75;411.61;228.11;26/02/2014;8;MCF  Msj Con Familiar;25901.3;BT;2012;CNE;1
>10;0;<24, 48];Marzo;101.28;101.39;1.39;26/03/2014;18;TELF. NO CORRESPONDE;1344.6;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;771.69;774.72;775.8;3/02/2014;7;MCF  Msj Con Familiar;5715.99;BT;2012;CNE;0
>10;0;>48;Febrero;1960.08;1966.5;3945.83;19/02/2014;20;MCT  Msj Con Terceros;61516.1;BT;2012;CNE;1
<=10;0;<=24;Febrero;100.01;106.33;102.76;28/02/2014;8;PDP  Promesa De Pago;1505.96;BT;2013;CEF;1
>10;0;<24, 48];Febrero;160.31;0.0;0.0;20/02/2014;8;TELF. NO CORRESPONDE;2450.71;BT;2011;CNE;1
>10;0;<24, 48];Marzo;250.74;250.83;0.0;4/03/2014;15;PDP  Promesa De Pago;3066.4;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;56.47;0.0;0.0;11/03/2014;11;MCT  Msj Con Terceros;9904.8;BT;2013;CNE;1
>10;0;<24, 48];Abril;221.98;224.8;0.0;7/04/2014;16;MCO  Msj Con Conyuge;657.39;BT;2011;CEF;1
<=10;0;>48;Marzo;55.02;0.0;0.0;6/03/2014;13;PDP  Promesa De Pago;3549.44;BT;2011;CEF;1
<=10;0;<24, 48];Abril;373.3;0.0;0.0;1/04/2014;15;CAN  Cliente Cancelo;2759.04;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;147.24;147.24;0.0;21/03/2014;10;MCT  Msj Con Terceros;32425.8;BT;2013;CNE;1
<=10;0;>48;Marzo;341.37;464.6;0.0;25/03/2014;11;MCF  Msj Con Familiar;17481.2;BT;2012;CNE;1
<=10;0;>48;Marzo;198.43;187.04;0.0;4/03/2014;10;PDP  Promesa De Pago;4865.45;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;597.14;576.43;1188.22;18/02/2014;9;MCF  Msj Con Familiar;13410.7;BT;2012;CNE;1
<=10;0;>48;Febrero;552.19;0.0;0.0;21/02/2014;17;MCT  Msj Con Terceros;11124.2;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;647.8;978.46;1313.13;14/02/2014;19;TELF. NO CORRESPONDE;5059.36;BT;2012;CNE;0
>10;0;<=24;Febrero;570.67;457.21;165.0;4/02/2014;19;TAT  Tratamiento al Titu;569.34;BT;2012;CEF;1
<=10;0;>48;Marzo;401.68;401.68;0.0;21/03/2014;13;MCF  Msj Con Familiar;9695.09;BT;2012;CNE;1
>10;0;<24, 48];Marzo;242.53;243.28;0.0;5/03/2014;7;MCE  Msj Con Empleada;2510.46;BT;2012;CNE;1
<=10;0;>48;Febrero;1518.39;0.0;0.0;5/02/2014;19;MCF  Msj Con Familiar;22994.3;BT;2013;CNE;0
<=10;0;<24, 48];Abril;455.93;455.93;1397.4;4/04/2014;10;MCT  Msj Con Terceros;10068.8;BT;2013;CNE;1
>10;0;<=24;Febrero;570.67;457.21;165.0;20/02/2014;14;CIH  Generar Cita;569.34;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;409.74;0.0;0.0;28/02/2014;17;MCF  Msj Con Familiar;3471.66;BT;2013;CNE;0
<=10;0;<24, 48];Abril;1229.04;1645.69;0.0;21/04/2014;14;TELF. NO CORRESPONDE;12271.3;BT;2013;CNE;0
<=10;0;>48;Febrero;766.81;1539.01;2320.01;14/02/2014;13;MCF  Msj Con Familiar;21806.2;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;207.4;208.85;0.0;17/03/2014;8;MCT  Msj Con Terceros;16488.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;256.7;257.65;0.0;10/03/2014;14;MCE  Msj Con Empleada;6183.82;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;61.64;0.0;0.0;5/02/2014;15;TAT  Tratamiento al Titu;10845.2;BT;2012;CEF;1
<=10;0;>48;Abril;842.13;0.0;0.0;28/04/2014;20;MCF  Msj Con Familiar;9339.17;BT;2012;CNE;0
<=10;0;<24, 48];Marzo;348.96;699.88;0.0;19/03/2014;18;TELF. NO CORRESPONDE;7903.47;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;647.37;0.0;648.13;19/02/2014;20;TAT  Tratamiento al Titu;18500.5;BT;2013;CEF;1
