NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Febrero;1023.53;2056.23;1036.0;5/02/2014;17;TELF. NO CORRESPONDE;19387.6;BT;2011;CNE;1
>10;0;<24, 48];Abril;244.65;0.0;0.0;14/04/2014;16;TELF. NO CORRESPONDE;2963.76;BT;2012;CNE;1
>10;0;>48;Abril;202.34;0.0;0.0;15/04/2014;11;MCT  Msj Con Terceros;10730.0;BT;2011;CNE;1
<=10;0;<=24;Febrero;637.79;0.0;0.0;18/02/2014;20;MCF  Msj Con Familiar;638.12;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;286.82;287.74;0.0;28/03/2014;10;PDP  Promesa De Pago;4275.14;BT;2012;CEF;1
>10;0;<24, 48];Febrero;1538.28;1025.32;0.0;28/02/2014;11;MCS  Msj Con Secretaria;2633.15;BT;2011;CNE;0
>10;0;<24, 48];Marzo;379.46;379.93;0.0;7/03/2014;12;MCT  Msj Con Terceros;4928.07;BT;2011;CNE;1
<=10;0;<=24;Marzo;251.62;251.84;0.0;17/03/2014;10;MCF  Msj Con Familiar;4311.0;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;497.39;497.66;0.0;11/03/2014;18;TAT  Tratamiento al Titu;6590.88;BT;2012;CEF;1
>10;0;<24, 48];Marzo;76.83;115.6;0.0;7/03/2014;10;TELF. NO CORRESPONDE;3479.68;BT;2012;CNE;1
>10;0;<24, 48];Marzo;943.55;1421.85;0.0;31/03/2014;12;MCV  Msj Con Vecino;8503.16;BT;2011;CNE;0
>10;0;<24, 48];Marzo;365.54;0.0;0.0;5/03/2014;9;TELF. NO CORRESPONDE;3038.08;BT;2011;CNE;0
<=10;0;>48;Marzo;1058.85;1058.85;0.0;24/03/2014;12;MCT  Msj Con Terceros;31108.9;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;246.39;0.0;0.0;3/02/2014;14;TELF. NO CORRESPONDE;17864.1;BT;2013;CNE;1
<=10;0;<24, 48];Abril;250.64;0.0;0.0;3/04/2014;11;MCT  Msj Con Terceros;7435.6;BT;2014;CNE;1
<=10;0;<24, 48];Abril;314.95;0.0;959.69;11/04/2014;14;MCT  Msj Con Terceros;5247.56;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;247.59;249.08;0.0;21/02/2014;7;PDP  Promesa De Pago;4717.19;BT;2013;CEF;1
>10;0;<24, 48];Febrero;316.87;639.86;645.23;27/02/2014;7;PDP  Promesa De Pago;5613.95;BT;2013;CEF;1
>10;0;>48;Marzo;684.76;1371.88;0.0;21/03/2014;9;MCO  Msj Con Conyuge;11899.1;BT;2011;CEF;1
>10;0;>48;Febrero;94.05;0.0;192.44;14/02/2014;8;MCT  Msj Con Terceros;11812.4;BT;2011;CNE;1
>10;0;>48;Febrero;364.24;728.67;366.12;12/02/2014;9;MCF  Msj Con Familiar;5491.04;BT;2011;CNE;1
<=10;0;>48;Marzo;654.56;0.0;0.0;4/03/2014;12;PDP  Promesa De Pago;17978.4;BT;2013;CEF;1
>10;0;>48;Abril;501.98;566.8;562.98;8/04/2014;14;MCT  Msj Con Terceros;9066.75;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;1016.09;1527.46;0.0;25/03/2014;13;TELF. NO CORRESPONDE;14698.5;BT;2013;CNE;0
<=10;0;<=24;Marzo;608.59;117.91;0.0;28/03/2014;15;MCT  Msj Con Terceros;606.92;BT;2014;CNE;1
<=10;0;<=24;Febrero;1056.53;1057.64;0.0;6/02/2014;18;MCT  Msj Con Terceros;1055.42;BT;2013;CNE;0
<=10;0;>48;Febrero;148.0;0.0;0.0;3/02/2014;15;MCO  Msj Con Conyuge;8040.9;BT;2012;CEF;1
<=10;0;<24, 48];Abril;1778.94;1778.94;0.0;7/04/2014;16;MCT  Msj Con Terceros;6453.07;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;729.61;0.0;0.0;5/02/2014;12;MCF  Msj Con Familiar;12241.0;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;467.98;0.0;0.0;11/02/2014;20;MCC  Msj Con Comp De Trab;33210.7;BT;2012;CNE;1
>10;0;<24, 48];Abril;2263.14;1538.3;914.15;7/04/2014;10;TELF. NO CORRESPONDE;31052.5;BT;2011;CNE;1
>10;0;>48;Febrero;136.81;139.05;139.05;20/02/2014;20;MCT  Msj Con Terceros;2555.68;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;556.37;437.41;0.0;13/02/2014;14;MCT  Msj Con Terceros;5302.21;BT;2013;CNE;0
>10;0;<24, 48];Marzo;812.41;1622.28;801.54;26/03/2014;8;MCT  Msj Con Terceros;17671.8;BT;2012;CNE;1
<=10;0;>48;Abril;528.63;0.0;1586.98;22/04/2014;8;MCT  Msj Con Terceros;14995.0;BT;2013;CNE;1
<=10;1;<24, 48];Abril;438.39;463.85;468.34;14/04/2014;11;MCT  Msj Con Terceros;9098.33;BT;2013;CNE;1
>10;0;<24, 48];Abril;258.32;258.01;0.0;4/04/2014;12;PDP  Promesa De Pago;2795.71;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;837.45;0.0;0.0;3/03/2014;12;MCT  Msj Con Terceros;10394.5;BT;2013;CNE;1
<=10;0;<=24;Abril;264.44;0.0;0.0;10/04/2014;11;MCT  Msj Con Terceros;4871.2;BT;2013;CNE;1
<=10;0;<=24;Marzo;281.73;0.0;0.0;18/03/2014;18;PDP  Promesa De Pago;3823.74;BT;2013;CEF;1
<=10;0;>48;Febrero;37.91;37.67;399.47;13/02/2014;14;TAT  Tratamiento al Titu;7974.78;BT;2012;CEF;1
>10;0;<=24;Febrero;294.67;498.14;0.0;10/02/2014;13;MCF  Msj Con Familiar;735.83;BT;2012;CNE;0
<=10;0;<=24;Febrero;233.31;0.0;0.0;10/02/2014;7;MCT  Msj Con Terceros;661.4;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;268.7;581.52;896.46;18/02/2014;12;MCT  Msj Con Terceros;6121.28;BT;2013;CNE;1
<=10;0;<=24;Marzo;679.11;679.11;0.0;10/03/2014;9;TAT  Tratamiento al Titu;2970.48;BT;2013;CEF;0
>10;0;<24, 48];Febrero;286.27;288.06;287.8;7/02/2014;8;TAT sin contacto con Titular;2526.98;BT;2011;CNE;1
>10;0;>48;Abril;244.33;244.33;0.0;29/04/2014;10;MCF  Msj Con Familiar;5733.59;BT;2012;CNE;1
>10;0;<24, 48];Abril;687.67;0.0;0.0;11/04/2014;7;TAT  Tratamiento al Titu;2484.89;BT;2011;CEF;0
>10;0;<24, 48];Abril;421.43;638.95;625.84;24/04/2014;13;MCT  Msj Con Terceros;3062.5;BT;2012;CNE;0
<=10;0;<24, 48];Abril;282.81;282.94;0.0;10/04/2014;14;MCT  Msj Con Terceros;6513.29;BT;2013;CNE;1
>10;0;>48;Marzo;1209.62;614.19;0.0;24/03/2014;11;MCT  Msj Con Terceros;13143.8;BT;2012;CNE;1
>10;0;>48;Febrero;117.63;236.72;119.33;24/02/2014;12;PDP  Promesa De Pago;2137.1;BT;2012;CEF;1
>10;0;>48;Abril;287.64;0.0;852.9;30/04/2014;11;MCE  Msj Con Empleada;4626.84;BT;2011;CNE;1
<=10;1;>48;Febrero;1671.03;2346.76;4034.42;13/02/2014;14;RPP  Recordar Promesa;69116.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;293.72;266.16;16.16;7/02/2014;8;MCF  Msj Con Familiar;4034.15;BT;2012;CNE;0
<=10;0;<=24;Febrero;200.38;0.0;0.0;25/02/2014;9;PDP  Promesa De Pago;3359.61;BT;2013;CEF;1
>10;0;>48;Marzo;552.31;831.6;1114.0;26/03/2014;12;TELF. NO CORRESPONDE;6666.45;BT;2012;CNE;1
>10;0;<24, 48];Febrero;588.84;0.43;589.19;3/02/2014;8;PDP  Promesa De Pago;4540.78;BT;2011;CEF;1
<=10;1;>48;Abril;3251.2;5507.34;0.0;4/04/2014;11;TAT  Tratamiento al Titu;63853.1;BT;2012;CEF;0
<=10;0;>48;Abril;1238.53;0.0;0.0;15/04/2014;11;MCT  Msj Con Terceros;10744.7;BT;2013;CNE;0
>10;0;<24, 48];Marzo;555.53;555.75;0.0;12/03/2014;13;PDP  Promesa De Pago;8840.09;BT;2011;CEF;1
<=10;0;<24, 48];Abril;540.3;547.91;0.0;4/04/2014;7;PDP  Promesa De Pago;12615.7;BT;2013;CEF;1
<=10;0;>48;Abril;521.36;0.0;0.0;3/04/2014;9;MCF  Msj Con Familiar;15742.1;BT;2014;CNE;1
>10;0;>48;Marzo;3644.67;4918.3;0.0;4/03/2014;16;TELF. NO CORRESPONDE;33854.8;BT;2012;CNE;0
>10;0;<24, 48];Febrero;804.7;939.91;108.24;13/02/2014;16;PDP  Promesa De Pago;22292.0;BT;2012;CEF;1
<=10;0;<24, 48];Marzo;597.49;600.79;397.15;10/03/2014;10;TELF. NO CORRESPONDE;13814.3;BT;2012;CNE;1
<=10;0;<=24;Marzo;411.5;836.95;422.52;10/03/2014;10;MCT  Msj Con Terceros;3796.01;BT;2013;CNE;1
<=10;0;>48;Febrero;807.28;0.0;0.0;10/02/2014;11;MCT  Msj Con Terceros;9288.14;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;233.39;326.81;282.92;6/03/2014;10;PDP  Promesa De Pago;10208.0;BT;2014;CEF;1
>10;0;>48;Marzo;2223.16;2227.56;2220.99;6/03/2014;17;PDP  Promesa De Pago;55699.9;BT;2011;CEF;1
>10;0;>48;Marzo;71.6;0.0;0.0;4/03/2014;11;PDP  Promesa De Pago;18809.4;BT;2011;CEF;1
>10;0;<24, 48];Abril;833.45;0.0;0.0;21/04/2014;20;TAT  Tratamiento al Titu;10973.6;BT;2011;CEF;1
>10;0;<24, 48];Marzo;305.09;610.41;918.44;26/03/2014;16;TELF. NO CORRESPONDE;4347.58;BT;2012;CNE;1
<=10;0;>48;Febrero;197.5;0.0;290.54;7/02/2014;9;MCT  Msj Con Terceros;7608.6;BT;2013;CNE;1
<=10;0;>48;Marzo;1175.02;1175.27;1177.15;7/03/2014;9;TELF. NO CORRESPONDE;39495.0;BT;2013;CNE;1
<=10;0;<24, 48];Abril;590.62;0.0;0.0;15/04/2014;20;MCT  Msj Con Terceros;4405.65;BT;2012;CNE;0
<=10;0;>48;Marzo;131.24;130.2;133.45;28/03/2014;10;PDP  Promesa De Pago;3001.19;BT;2013;CEF;1
>10;0;<24, 48];Marzo;215.49;216.18;0.0;5/03/2014;9;TELF. NO CORRESPONDE;6391.97;BT;2011;CNE;1
>10;0;<24, 48];Marzo;302.97;455.69;609.24;3/03/2014;13;MCT  Msj Con Terceros;991.25;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;276.6;177.97;0.0;19/02/2014;11;PDP  Promesa De Pago;6062.01;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;1117.47;0.0;0.0;27/02/2014;19;MCT  Msj Con Terceros;6776.64;BT;2012;CNE;0
<=10;0;<24, 48];Abril;1443.28;0.0;0.0;9/04/2014;17;TAT  Tratamiento al Titu;1615.2;BT;2013;CEF;0
<=10;0;<=24;Abril;304.57;0.0;934.96;14/04/2014;7;PDP  Promesa De Pago;3517.59;BT;2013;CEF;1
<=10;0;>48;Abril;1006.68;0.0;2747.33;24/04/2014;13;MCT  Msj Con Terceros;24792.8;BT;2013;CNE;1
<=10;0;>48;Marzo;294.1;836.85;937.63;27/03/2014;16;MCF  Msj Con Familiar;13991.4;BT;2013;CNE;1
>10;0;>48;Marzo;1717.4;3659.61;0.0;24/03/2014;10;MCF  Msj Con Familiar;42624.2;BT;2012;CNE;1
<=10;0;<24, 48];Abril;1379.76;1390.47;1408.03;25/04/2014;17;MCT  Msj Con Terceros;7149.76;BT;2013;CNE;0
<=10;1;<24, 48];Marzo;1575.46;2132.86;0.0;24/03/2014;13;CAN  Cliente Cancelo;13153.1;BT;2013;CNE;0
>10;0;>48;Marzo;438.98;392.69;0.0;26/03/2014;15;PDP  Promesa De Pago;7122.82;BT;2011;CEF;1
<=10;0;>48;Abril;555.47;0.0;0.0;3/04/2014;8;TAT  Tratamiento al Titu;31399.8;BT;2013;CEF;1
>10;0;>48;Marzo;1170.31;1570.05;0.0;31/03/2014;18;MCT  Msj Con Terceros;5209.42;BT;2011;CNE;0
>10;0;<24, 48];Abril;169.06;169.24;510.0;3/04/2014;16;TELF. NO CORRESPONDE;1213.03;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;557.63;307.6;2.29;4/02/2014;13;PAR  Promesa Parcial;16380.4;BT;2012;CEF;1
>10;0;<24, 48];Febrero;210.49;0.0;211.07;20/02/2014;12;PDP  Promesa De Pago;2580.73;BT;2012;CEF;1
>10;0;<24, 48];Abril;162.74;169.56;0.0;4/04/2014;8;MCT  Msj Con Terceros;3727.37;BT;2012;CNE;1
<=10;0;<=24;Abril;304.87;0.0;0.0;15/04/2014;18;RPP  Recordar Promesa;4459.35;BT;2014;CEF;1
<=10;0;>48;Marzo;1245.13;17.55;17.54;21/03/2014;10;TAT  Tratamiento al Titu;24578.1;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;69.6;98.76;124.71;4/03/2014;13;MCF  Msj Con Familiar;10415.1;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;430.47;0.0;0.0;11/03/2014;9;MCT  Msj Con Terceros;30748.8;BT;2013;CNE;1
>10;0;<24, 48];Febrero;340.23;0.0;1023.38;10/02/2014;13;TELF. NO CORRESPONDE;3950.97;BT;2012;CNE;1
<=10;0;>48;Marzo;113.55;112.44;0.0;11/03/2014;20;TELF. NO CORRESPONDE;2447.79;BT;2013;CNE;1
>10;0;>48;Marzo;1717.4;3659.61;0.0;28/03/2014;16;MCF  Msj Con Familiar;42624.2;BT;2012;CNE;1
>10;0;<24, 48];Marzo;1263.14;264.0;1279.18;10/03/2014;18;PDP  Promesa De Pago;35000.8;BT;2012;CEF;1
>10;1;<24, 48];Abril;270.97;0.0;0.0;21/04/2014;10;MCT  Msj Con Terceros;8794.6;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;2324.81;0.0;0.0;3/03/2014;10;TAT  Tratamiento al Titu;20834.6;BT;2013;CEF;0
<=10;0;<24, 48];Marzo;533.32;531.02;802.17;12/03/2014;19;RPP  Recordar Promesa;5608.0;BT;2013;CEF;0
<=10;0;<24, 48];Abril;337.04;336.59;0.0;9/04/2014;8;TELF. NO CORRESPONDE;7962.94;BT;2013;CNE;1
<=10;0;<24, 48];Abril;51.02;0.0;0.0;15/04/2014;8;PDP  Promesa De Pago;7287.68;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;335.57;335.64;273.19;3/02/2014;11;MCF  Msj Con Familiar;3288.76;BT;2011;CNE;1
<=10;0;>48;Marzo;240.85;287.88;0.0;5/03/2014;8;PDP  Promesa De Pago;7355.09;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;278.19;0.0;0.0;3/02/2014;15;CAN  Cliente Cancelo;14232.5;BT;2013;CNE;1
<=10;0;<24, 48];Abril;234.99;838.61;838.61;23/04/2014;17;TELF. NO CORRESPONDE;6530.26;BT;2013;CNE;1
<=10;0;<=24;Abril;197.18;0.0;0.0;25/04/2014;13;TELF. NO CORRESPONDE;774.28;BT;2013;CNE;1
>10;0;<24, 48];Abril;271.77;0.0;817.79;10/04/2014;15;MCO  Msj Con Conyuge;3756.48;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;121.85;0.0;0.0;7/02/2014;16;RPP  Recordar Promesa;3189.04;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;1327.67;0.0;0.0;14/02/2014;8;MCF  Msj Con Familiar;9910.23;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;2078.19;0.0;0.0;5/02/2014;7;CIH  Generar Cita;21519.8;BT;2012;CNE;0
<=10;0;<24, 48];Abril;455.93;455.93;1397.4;23/04/2014;10;MCT  Msj Con Terceros;10068.8;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;149.66;166.28;284.88;20/02/2014;13;MCT  Msj Con Terceros;880.56;BT;2011;CNE;0
<=10;0;>48;Febrero;1843.25;0.0;0.0;10/02/2014;18;MCT  Msj Con Terceros;12343.7;BT;2012;CNE;0
<=10;0;>48;Febrero;320.87;245.76;319.48;7/02/2014;9;MCT  Msj Con Terceros;10106.8;BT;2013;CNE;1
>10;0;<=24;Febrero;294.66;0.0;0.0;5/02/2014;16;TAT sin contacto con Titular;593.87;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;414.91;599.14;784.05;3/02/2014;19;TELF. NO CORRESPONDE;17578.4;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;272.87;275.54;275.11;28/03/2014;7;MCT  Msj Con Terceros;5245.88;BT;2013;CNE;1
>10;0;>48;Marzo;940.92;1494.44;0.0;3/03/2014;12;MCT  Msj Con Terceros;1475.39;BT;2010;CNE;0
<=10;0;<24, 48];Febrero;500.5;1003.41;0.0;13/02/2014;11;MCT  Msj Con Terceros;8347.5;BT;2012;CNE;1
<=10;0;<=24;Febrero;334.37;704.37;1066.82;18/02/2014;14;MCF  Msj Con Familiar;1010.4;BT;2013;CNE;1
<=10;0;<=24;Abril;250.88;501.74;755.43;23/04/2014;19;TELF. NO CORRESPONDE;2333.01;BT;2013;CNE;1
<=10;0;<24, 48];Abril;733.83;1470.06;210.16;22/04/2014;8;MCT  Msj Con Terceros;20856.8;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;223.69;115.21;0.51;5/02/2014;10;MCT  Msj Con Terceros;2797.37;BT;2013;CNE;1
<=10;1;<24, 48];Febrero;1271.19;0.0;0.0;24/02/2014;7;PDP  Promesa De Pago;10575.4;BT;2013;CEF;0
<=10;0;>48;Marzo;653.59;1310.94;0.0;5/03/2014;18;MCT  Msj Con Terceros;14278.7;BT;2012;CNE;1
<=10;0;<24, 48];Abril;225.43;366.49;356.26;16/04/2014;8;MCT  Msj Con Terceros;12673.4;BT;2013;CNE;1
<=10;0;<24, 48];Abril;166.36;167.67;0.0;29/04/2014;11;MCF  Msj Con Familiar;9463.75;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;429.44;194.2;0.0;17/03/2014;11;MCF  Msj Con Familiar;10482.2;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;866.27;777.95;1069.68;25/03/2014;17;TELF. NO CORRESPONDE;6895.96;BT;2013;CNE;0
>10;0;>48;Febrero;301.65;0.0;0.0;4/02/2014;18;TAT  Tratamiento al Titu;4176.88;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;158.06;158.58;0.0;7/02/2014;12;MCT  Msj Con Terceros;6038.81;BT;2013;CNE;1
>10;0;<24, 48];Marzo;235.23;233.62;0.0;5/03/2014;10;MCF  Msj Con Familiar;1137.83;BT;2011;CNE;1
<=10;0;<24, 48];Marzo;470.75;470.75;0.0;10/03/2014;7;TELF. NO CORRESPONDE;3350.44;BT;2012;CNE;0
<=10;0;<=24;Abril;282.51;0.0;0.0;11/04/2014;7;TELF. NO CORRESPONDE;4338.34;BT;2013;CNE;1
>10;0;>48;Marzo;438.8;444.57;449.4;19/03/2014;18;MCF  Msj Con Familiar;6017.2;BT;2011;CNE;1
<=10;0;<24, 48];Abril;418.22;0.0;1946.36;11/04/2014;12;MCF  Msj Con Familiar;16765.9;BT;2013;CNE;1
<=10;0;<24, 48];Abril;403.26;0.0;1213.79;30/04/2014;11;MCT  Msj Con Terceros;4435.18;BT;2012;CNE;1
>10;0;>48;Marzo;579.98;579.67;0.0;4/03/2014;12;PDP  Promesa De Pago;11897.5;BT;2012;CEF;1
>10;0;<24, 48];Febrero;239.38;246.65;0.0;13/02/2014;9;MCT  Msj Con Terceros;1343.76;BT;2011;CNE;1
>10;0;<24, 48];Febrero;1581.22;0.0;0.0;5/02/2014;7;MCF  Msj Con Familiar;9016.69;BT;2011;CNE;0
<=10;0;<=24;Marzo;355.15;691.71;334.52;31/03/2014;16;MCT  Msj Con Terceros;1312.33;BT;2012;CNE;0
>10;0;<24, 48];Abril;163.97;0.0;0.0;7/04/2014;17;MCT  Msj Con Terceros;3525.43;BT;2012;CNE;1
<=10;0;<24, 48];Abril;410.26;0.0;0.0;14/04/2014;13;TELF. NO CORRESPONDE;9389.22;BT;2013;CNE;1
<=10;0;>48;Abril;634.95;0.0;1573.33;25/04/2014;11;MCF  Msj Con Familiar;14723.5;BT;2013;CNE;1
<=10;0;<24, 48];Abril;1519.54;0.0;0.0;10/04/2014;8;MCT  Msj Con Terceros;25257.5;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;104.62;80.29;0.0;18/03/2014;16;PDP  Promesa De Pago;11825.0;BT;2013;CEF;1
<=10;0;<24, 48];Marzo;464.3;949.67;0.0;28/03/2014;9;MCF  Msj Con Familiar;11678.8;BT;2013;CNE;1
<=10;0;<24, 48];Abril;188.42;0.0;0.0;7/04/2014;17;MCF  Msj Con Familiar;1161.22;BT;2011;CNE;1
<=10;0;<24, 48];Abril;952.23;0.0;0.0;15/04/2014;7;MCF  Msj Con Familiar;28315.5;BT;2013;CNE;1
>10;0;>48;Abril;880.35;0.0;0.0;30/04/2014;14;MCT  Msj Con Terceros;53855.0;BT;2012;CNE;1
<=10;0;<=24;Febrero;75.68;48.3;132.08;6/02/2014;8;TELF. NO CORRESPONDE;1090.2;BT;2013;CNE;1
<=10;0;<=24;Febrero;160.22;160.51;160.22;19/02/2014;11;MCT  Msj Con Terceros;1532.45;BT;2013;CNE;1
<=10;0;<24, 48];Abril;212.67;0.0;0.0;22/04/2014;15;CIH  Generar Cita;7911.98;BT;2012;CNE;1
<=10;0;<24, 48];Marzo;272.9;252.58;251.5;11/03/2014;14;PDP  Promesa De Pago;2951.59;BT;2013;CEF;1
>10;0;<24, 48];Febrero;137.77;0.0;0.0;3/02/2014;13;MCT  Msj Con Terceros;1673.15;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;776.6;785.89;1050.63;7/02/2014;11;MCT  Msj Con Terceros;5212.02;BT;2013;CNE;0
<=10;0;<24, 48];Abril;393.09;649.75;0.0;30/04/2014;19;MCT  Msj Con Terceros;4418.42;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;715.13;0.0;0.0;12/02/2014;19;MCF  Msj Con Familiar;4458.61;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;407.9;612.69;612.69;28/02/2014;13;MCF  Msj Con Familiar;5179.02;BT;2013;CNE;0
<=10;0;>48;Abril;260.04;191.18;421.98;15/04/2014;12;TELF. NO CORRESPONDE;10027.6;BT;2012;CNE;1
<=10;0;<=24;Febrero;268.64;0.0;268.0;7/02/2014;8;MCF  Msj Con Familiar;1713.08;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;50.76;0.0;40.1;3/02/2014;16;MCC  Msj Con Comp De Trab;3128.04;BT;2013;CNE;1
<=10;0;<24, 48];Abril;1424.02;0.0;0.0;3/04/2014;10;MCC  Msj Con Comp De Trab;37111.7;BT;2013;CNE;1
>10;0;<24, 48];Abril;765.92;0.0;0.0;3/04/2014;9;MCT  Msj Con Terceros;10674.2;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;585.15;394.6;25.47;17/02/2014;10;MCF  Msj Con Familiar;12738.0;BT;2012;CNE;1
<=10;0;<=24;Abril;189.43;0.0;190.56;30/04/2014;13;MCE  Msj Con Empleada;1131.22;BT;2012;CNE;1
<=10;0;<24, 48];Abril;288.29;298.08;291.28;9/04/2014;7;MCF  Msj Con Familiar;5540.31;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;290.18;0.0;0.0;4/02/2014;7;MCF  Msj Con Familiar;5700.17;BT;2013;CNE;1
<=10;0;>48;Marzo;527.94;528.05;528.05;18/03/2014;12;MCF  Msj Con Familiar;15535.3;BT;2014;CNE;1
<=10;0;<24, 48];Marzo;932.41;1407.42;0.0;18/03/2014;14;MCT  Msj Con Terceros;10869.6;BT;2012;CNE;0
<=10;0;<24, 48];Abril;746.66;0.0;2249.7;28/04/2014;10;MCT  Msj Con Terceros;19949.0;BT;2014;CNE;1
<=10;0;<24, 48];Febrero;566.45;0.0;0.0;4/02/2014;17;MCE  Msj Con Empleada;14458.9;BT;2012;CNE;1
<=10;0;<24, 48];Abril;211.57;0.0;0.0;3/04/2014;13;PDP  Promesa De Pago;22189.9;BT;2013;CEF;1
<=10;0;<24, 48];Abril;229.53;0.0;0.0;23/04/2014;20;TELF. NO CORRESPONDE;2057.92;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;729.61;0.0;0.0;24/02/2014;15;MCF  Msj Con Familiar;12241.0;BT;2012;CNE;1
<=10;0;>48;Febrero;365.4;520.98;1317.62;3/02/2014;9;MCF  Msj Con Familiar;19860.5;BT;2013;CNE;1
<=10;0;<24, 48];Marzo;775.05;1168.06;0.0;11/03/2014;13;TELF. NO CORRESPONDE;7510.02;BT;2012;CNE;0
>10;0;<24, 48];Abril;219.52;0.0;0.0;9/04/2014;11;TELF. NO CORRESPONDE;24662.9;BT;2012;CNE;1
<=10;0;>48;Febrero;53.47;7.07;24.92;25/02/2014;9;PDP  Promesa De Pago;6483.39;BT;2013;CEF;1
<=10;0;<24, 48];Abril;494.97;494.97;1493.02;16/04/2014;15;MCT  Msj Con Terceros;7023.47;BT;2013;CNE;1
<=10;0;>48;Abril;792.66;0.0;0.0;1/04/2014;13;MCF  Msj Con Familiar;6159.9;BT;2012;CNE;0
<=10;0;>48;Marzo;28.77;0.0;117.47;20/03/2014;15;PDP  Promesa De Pago;2767.25;BT;2013;CEF;1
<=10;0;<=24;Febrero;455.65;454.93;453.54;11/02/2014;7;MCT  Msj Con Terceros;2199.64;BT;2013;CNE;1
>10;0;>48;Abril;388.94;0.0;0.0;4/04/2014;13;MCT  Msj Con Terceros;11196.3;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;1162.26;0.0;0.0;27/02/2014;15;MCF  Msj Con Familiar;6156.83;BT;2012;CNE;0
<=10;0;<24, 48];Abril;480.1;0.0;0.0;8/04/2014;9;TELF. NO CORRESPONDE;11459.1;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;255.08;255.41;255.21;4/02/2014;11;PDP  Promesa De Pago;4988.16;BT;2013;CEF;1
<=10;0;>48;Marzo;310.41;428.59;0.0;3/03/2014;10;TAT  Tratamiento al Titu;3829.85;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;100.0;363.6;363.6;13/02/2014;19;PDP  Promesa De Pago;8650.55;BT;2013;CEF;1
<=10;0;>48;Marzo;1318.17;1322.62;0.0;11/03/2014;9;MCT  Msj Con Terceros;48638.9;BT;2013;CNE;1
<=10;0;<=24;Abril;199.84;199.84;1485.28;30/04/2014;8;TAT  Tratamiento al Titu;6610.55;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;237.83;214.9;0.0;25/02/2014;11;MCT  Msj Con Terceros;4016.89;BT;2012;CNE;1
<=10;0;<24, 48];Abril;937.2;0.0;0.0;8/04/2014;7;PDP  Promesa De Pago;25853.3;BT;2013;CEF;1
<=10;0;<=24;Abril;634.72;0.0;0.0;10/04/2014;8;PDP  Promesa De Pago;3083.11;BT;2013;CEF;1
>10;0;<24, 48];Febrero;1071.61;1615.7;0.0;7/02/2014;14;MCT  Msj Con Terceros;11532.6;BT;2012;CNE;1
<=10;0;>48;Febrero;1659.49;0.0;0.0;12/02/2014;7;MCT  Msj Con Terceros;15739.7;BT;2013;CNE;0
<=10;0;<24, 48];Marzo;691.55;0.0;683.98;6/03/2014;20;TELF. NO CORRESPONDE;17927.6;BT;2013;CNE;1
